status,suite,case,config,note
rust-skip,conformance,salsa/requireTwoPropertyAccesses.ts,,allowJs not supported
rust-pass,conformance,salsa/sourceFileMergeWithFunction.ts,,
rust-skip,conformance,salsa/spellingUncheckedJS.ts,,allowJs not supported
rust-skip,conformance,salsa/thisPropertyAssignment.ts,,allowJs not supported
rust-skip,conformance,salsa/thisPropertyAssignmentCircular.ts,,allowJs not supported
rust-skip,conformance,salsa/thisPropertyAssignmentComputed.ts,,allowJs not supported
rust-pass,conformance,salsa/thisPropertyAssignmentInherited.ts,,
rust-skip,conformance,salsa/thisTypeOfConstructorFunctions.ts,,allowJs not supported
rust-skip,conformance,salsa/topLevelThisAssignment.ts,,outFile not supported
rust-skip,conformance,salsa/typeFromContextualThisType.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromJSConstructor.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromJSInitializer.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromJSInitializer2.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromJSInitializer3.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromJSInitializer4.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromParamTagForFunction.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment10.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment10_1.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment11.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment12.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment13.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment14.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment15.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment16.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment17.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment18.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment19.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment2.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment20.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment21.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment22.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment23.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment24.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment25.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment26.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment27.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment28.ts,,allowJs not supported
rust-diff,conformance,salsa/typeFromPropertyAssignment29.ts,,
rust-skip,conformance,salsa/typeFromPropertyAssignment3.ts,,allowJs not supported
rust-pass,conformance,salsa/typeFromPropertyAssignment30.ts,,
rust-diff,conformance,salsa/typeFromPropertyAssignment31.ts,,
rust-diff,conformance,salsa/typeFromPropertyAssignment32.ts,,
rust-diff,conformance,salsa/typeFromPropertyAssignment33.ts,,
rust-skip,conformance,salsa/typeFromPropertyAssignment34.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment35.ts,,allowJs not supported
rust-diff,conformance,salsa/typeFromPropertyAssignment36.ts,,
rust-skip,conformance,salsa/typeFromPropertyAssignment37.ts,,allowJs not supported
rust-pass,conformance,salsa/typeFromPropertyAssignment38.ts,,
rust-skip,conformance,salsa/typeFromPropertyAssignment39.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment4.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment40.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment5.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment6.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment7.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment8.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment8_1.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment9.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignment9_1.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignmentOutOfOrder.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-skip,conformance,salsa/typeFromPropertyAssignmentOutOfOrder.ts,target=es2015,allowJs not supported
rust-skip,conformance,salsa/typeFromPropertyAssignmentWithExport.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPrototypeAssignment.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPrototypeAssignment2.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPrototypeAssignment3.ts,,allowJs not supported
rust-skip,conformance,salsa/typeFromPrototypeAssignment4.ts,,allowJs not supported
rust-skip,conformance,salsa/typeLookupInIIFE.ts,,allowJs not supported
rust-pass,conformance,salsa/typeTagOnFunctionReferencesGeneric.ts,,
rust-skip,conformance,salsa/unannotatedParametersAreOptional.ts,,allowJs not supported
rust-skip,conformance,salsa/varRequireFromJavascript.ts,,allowJs not supported
rust-skip,conformance,salsa/varRequireFromTypescript.ts,,allowJs not supported
rust-diff,conformance,es2023/intlNumberFormatES2023.ts,,
rust-skip,conformance,es2023/intlNumberFormatES5UseGrouping.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,es2023/intlNumberFormatES5UseGrouping.ts,target=es2015,
rust-pass,conformance,es2022/es2022IntlAPIs.ts,,
rust-pass,conformance,es2022/es2022LocalesObjectArgument.ts,,
rust-diff,conformance,es2022/es2024SharedMemory.ts,,
rust-pass,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_exportEmpty.ts,,
rust-diff,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_importEmpty.ts,,
rust-pass,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,module=commonjs,
rust-skip,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,module=amd,module=AMD not supported
rust-skip,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,module=system,module=System not supported
rust-skip,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,module=umd,module=UMD not supported
rust-pass,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,module=es6,
rust-pass,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,module=es2020,
rust-pass,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,module=es2022,
rust-pass,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,module=esnext,
rust-pass,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,module=node16,
rust-pass,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,module=node18,
rust-pass,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,module=node20,
rust-pass,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,module=nodenext,
rust-pass,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_module.ts,module=preserve,
rust-diff,conformance,es2022/arbitraryModuleNamespaceIdentifiers/arbitraryModuleNamespaceIdentifiers_syntax.ts,,
rust-diff,conformance,enums/awaitAndYield.ts,,
rust-diff,conformance,enums/enumBasics.ts,,
rust-pass,conformance,enums/enumClassification.ts,,
rust-pass,conformance,enums/enumConstantMemberWithString.ts,,
rust-pass,conformance,enums/enumConstantMemberWithStringEmitDeclaration.ts,,
rust-pass,conformance,enums/enumConstantMemberWithTemplateLiterals.ts,,
rust-pass,conformance,enums/enumConstantMemberWithTemplateLiteralsEmitDeclaration.ts,,
rust-diff,conformance,enums/enumConstantMembers.ts,,
rust-diff,conformance,enums/enumErrorOnConstantBindingWithInitializer.ts,,
rust-diff,conformance,enums/enumErrors.ts,,
rust-pass,conformance,enums/enumExportMergingES6.ts,,
rust-pass,conformance,enums/enumMerging.ts,,
rust-diff,conformance,enums/enumMergingErrors.ts,,
rust-diff,conformance,enums/enumShadowedInfinityNaN.ts,,
rust-skip,conformance,es2017/assignSharedArrayBufferToArrayBuffer.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,es2017/assignSharedArrayBufferToArrayBuffer.ts,target=es2015,
rust-pass,conformance,es2017/es2017DateAPIs.ts,,
rust-skip,conformance,es2017/useObjectValuesAndEntries1.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,es2017/useObjectValuesAndEntries1.ts,target=es2015,
rust-skip,conformance,es2017/useObjectValuesAndEntries2.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,es2017/useObjectValuesAndEntries2.ts,target=es2015,
rust-diff,conformance,es2017/useObjectValuesAndEntries3.ts,,
rust-pass,conformance,es2017/useObjectValuesAndEntries4.ts,,
rust-skip,conformance,es2017/useSharedArrayBuffer1.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,es2017/useSharedArrayBuffer1.ts,target=es2015,
rust-skip,conformance,es2017/useSharedArrayBuffer2.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,es2017/useSharedArrayBuffer2.ts,target=es2015,
rust-diff,conformance,es2017/useSharedArrayBuffer3.ts,,
rust-pass,conformance,es2017/useSharedArrayBuffer4.ts,,
rust-skip,conformance,es2017/useSharedArrayBuffer5.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,es2017/useSharedArrayBuffer5.ts,target=es2015,
rust-skip,conformance,es2017/useSharedArrayBuffer6.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,es2017/useSharedArrayBuffer6.ts,target=es2015,
rust-diff,conformance,decorators/decoratorCallGeneric.ts,,
rust-pass,conformance,decorators/decoratorInAmbientContext.ts,,
rust-skip,conformance,decorators/decoratorMetadata-jsdoc.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/decoratorMetadata-jsdoc.ts,target=es2015,
rust-skip,conformance,decorators/decoratorMetadata.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/decoratorMetadata.ts,target=es2015,
rust-skip,conformance,decorators/decoratorMetadataWithTypeOnlyImport.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/decoratorMetadataWithTypeOnlyImport.ts,target=es2015,
rust-diff,conformance,decorators/decoratorMetadataWithTypeOnlyImport2.ts,,
rust-diff,conformance,decorators/legacyDecorators-contextualTypes.ts,,
rust-skip,conformance,decorators/missingDecoratorType.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/missingDecoratorType.ts,target=es2015,
rust-diff,conformance,decorators/invalid/decoratorOnArrowFunction.ts,,
rust-diff,conformance,decorators/invalid/decoratorOnAwait.ts,,
rust-diff,conformance,decorators/invalid/decoratorOnEnum.ts,,
rust-diff,conformance,decorators/invalid/decoratorOnEnum2.ts,,
rust-diff,conformance,decorators/invalid/decoratorOnFunctionDeclaration.ts,,
rust-diff,conformance,decorators/invalid/decoratorOnFunctionExpression.ts,,
rust-diff,conformance,decorators/invalid/decoratorOnFunctionParameter.ts,,
rust-diff,conformance,decorators/invalid/decoratorOnImportEquals1.ts,,
rust-diff,conformance,decorators/invalid/decoratorOnImportEquals2.ts,,
rust-diff,conformance,decorators/invalid/decoratorOnInterface.ts,,
rust-diff,conformance,decorators/invalid/decoratorOnInternalModule.ts,,
rust-diff,conformance,decorators/invalid/decoratorOnTypeAlias.ts,,
rust-diff,conformance,decorators/invalid/decoratorOnUsing.ts,,
rust-diff,conformance,decorators/invalid/decoratorOnVar.ts,,
rust-diff,conformance,decorators/class/constructableDecoratorOnClass01.ts,,
rust-skip,conformance,decorators/class/decoratedBlockScopedClass1.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/decoratedBlockScopedClass1.ts,target=es2015,
rust-skip,conformance,decorators/class/decoratedBlockScopedClass2.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/decoratedBlockScopedClass2.ts,target=es2015,
rust-skip,conformance,decorators/class/decoratedBlockScopedClass3.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/decoratedBlockScopedClass3.ts,target=es2015,
rust-pass,conformance,decorators/class/decoratedClassExportsCommonJS1.ts,,
rust-pass,conformance,decorators/class/decoratedClassExportsCommonJS2.ts,,
rust-skip,conformance,decorators/class/decoratedClassExportsSystem1.ts,,module=System not supported
rust-skip,conformance,decorators/class/decoratedClassExportsSystem2.ts,,module=System not supported
rust-pass,conformance,decorators/class/decoratedClassFromExternalModule.ts,,
rust-skip,conformance,decorators/class/decoratorChecksFunctionBodies.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/decoratorChecksFunctionBodies.ts,target=es2015,
rust-skip,conformance,decorators/class/decoratorInstantiateModulesInFunctionBodies.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/decoratorInstantiateModulesInFunctionBodies.ts,target=es2015,
rust-skip,conformance,decorators/class/decoratorOnClass1.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/decoratorOnClass1.ts,target=es2015,
rust-skip,conformance,decorators/class/decoratorOnClass2.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/decoratorOnClass2.ts,target=es2015,
rust-skip,conformance,decorators/class/decoratorOnClass3.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/decoratorOnClass3.ts,target=es2015,
rust-skip,conformance,decorators/class/decoratorOnClass4.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/decoratorOnClass4.ts,target=es2015,
rust-skip,conformance,decorators/class/decoratorOnClass5.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/decoratorOnClass5.ts,target=es2015,
rust-skip,conformance,decorators/class/decoratorOnClass8.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/decoratorOnClass8.ts,target=es2015,
rust-skip,conformance,decorators/class/decoratorOnClass9.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/decoratorOnClass9.ts,target=es2015,
rust-skip,conformance,decorators/class/accessor/decoratorOnClassAccessor1.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/accessor/decoratorOnClassAccessor1.ts,target=es2015,
rust-skip,conformance,decorators/class/accessor/decoratorOnClassAccessor2.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/accessor/decoratorOnClassAccessor2.ts,target=es2015,
rust-skip,conformance,decorators/class/accessor/decoratorOnClassAccessor3.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/accessor/decoratorOnClassAccessor3.ts,target=es2015,
rust-skip,conformance,decorators/class/accessor/decoratorOnClassAccessor4.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/accessor/decoratorOnClassAccessor4.ts,target=es2015,
rust-skip,conformance,decorators/class/accessor/decoratorOnClassAccessor5.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/accessor/decoratorOnClassAccessor5.ts,target=es2015,
rust-skip,conformance,decorators/class/accessor/decoratorOnClassAccessor6.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/accessor/decoratorOnClassAccessor6.ts,target=es2015,
rust-skip,conformance,decorators/class/accessor/decoratorOnClassAccessor7.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/accessor/decoratorOnClassAccessor7.ts,target=es2015,
rust-skip,conformance,decorators/class/accessor/decoratorOnClassAccessor8.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/accessor/decoratorOnClassAccessor8.ts,target=es2015,
rust-skip,conformance,decorators/class/constructor/decoratorOnClassConstructor1.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/constructor/decoratorOnClassConstructor1.ts,target=es2015,
rust-skip,conformance,decorators/class/constructor/decoratorOnClassConstructor2.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/constructor/decoratorOnClassConstructor2.ts,target=es2015,
rust-skip,conformance,decorators/class/constructor/decoratorOnClassConstructor3.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/constructor/decoratorOnClassConstructor3.ts,target=es2015,
rust-skip,conformance,decorators/class/constructor/decoratorOnClassConstructor4.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/constructor/decoratorOnClassConstructor4.ts,target=es2015,
rust-skip,conformance,decorators/class/constructor/parameter/decoratorOnClassConstructorParameter1.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/constructor/parameter/decoratorOnClassConstructorParameter1.ts,target=es2015,
rust-skip,conformance,decorators/class/constructor/parameter/decoratorOnClassConstructorParameter4.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/constructor/parameter/decoratorOnClassConstructorParameter4.ts,target=es2015,
rust-skip,conformance,decorators/class/constructor/parameter/decoratorOnClassConstructorParameter5.ts,,unrecognized option(s): noemithelpers
rust-skip,conformance,decorators/class/property/decoratorOnClassProperty1.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/property/decoratorOnClassProperty1.ts,target=es2015,
rust-skip,conformance,decorators/class/property/decoratorOnClassProperty10.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/property/decoratorOnClassProperty10.ts,target=es2015,
rust-skip,conformance,decorators/class/property/decoratorOnClassProperty11.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/property/decoratorOnClassProperty11.ts,target=es2015,
rust-skip,conformance,decorators/class/property/decoratorOnClassProperty12.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/property/decoratorOnClassProperty12.ts,target=es2015,
rust-pass,conformance,decorators/class/property/decoratorOnClassProperty13.ts,,
rust-skip,conformance,decorators/class/property/decoratorOnClassProperty2.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/property/decoratorOnClassProperty2.ts,target=es2015,
rust-skip,conformance,decorators/class/property/decoratorOnClassProperty3.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/property/decoratorOnClassProperty3.ts,target=es2015,
rust-skip,conformance,decorators/class/property/decoratorOnClassProperty6.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/property/decoratorOnClassProperty6.ts,target=es2015,
rust-skip,conformance,decorators/class/property/decoratorOnClassProperty7.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/property/decoratorOnClassProperty7.ts,target=es2015,
rust-skip,conformance,decorators/class/method/decoratorOnClassMethod1.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/method/decoratorOnClassMethod1.ts,target=es2015,
rust-skip,conformance,decorators/class/method/decoratorOnClassMethod10.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/method/decoratorOnClassMethod10.ts,target=es2015,
rust-skip,conformance,decorators/class/method/decoratorOnClassMethod11.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/method/decoratorOnClassMethod11.ts,target=es2015,
rust-skip,conformance,decorators/class/method/decoratorOnClassMethod12.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/method/decoratorOnClassMethod12.ts,target=es2015,
rust-diff,conformance,decorators/class/method/decoratorOnClassMethod13.ts,,
rust-pass,conformance,decorators/class/method/decoratorOnClassMethod14.ts,,
rust-pass,conformance,decorators/class/method/decoratorOnClassMethod15.ts,,
rust-pass,conformance,decorators/class/method/decoratorOnClassMethod16.ts,,
rust-pass,conformance,decorators/class/method/decoratorOnClassMethod17.ts,,
rust-pass,conformance,decorators/class/method/decoratorOnClassMethod18.ts,,
rust-diff,conformance,decorators/class/method/decoratorOnClassMethod19.ts,target=esnext,
rust-diff,conformance,decorators/class/method/decoratorOnClassMethod19.ts,target=es2022,
rust-diff,conformance,decorators/class/method/decoratorOnClassMethod19.ts,target=es2015,
rust-skip,conformance,decorators/class/method/decoratorOnClassMethod2.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/method/decoratorOnClassMethod2.ts,target=es2015,
rust-skip,conformance,decorators/class/method/decoratorOnClassMethod3.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/method/decoratorOnClassMethod3.ts,target=es2015,
rust-diff,conformance,decorators/class/method/decoratorOnClassMethod4.ts,,
rust-diff,conformance,decorators/class/method/decoratorOnClassMethod5.ts,,
rust-diff,conformance,decorators/class/method/decoratorOnClassMethod6.ts,,
rust-pass,conformance,decorators/class/method/decoratorOnClassMethod7.ts,,
rust-skip,conformance,decorators/class/method/decoratorOnClassMethod8.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/method/decoratorOnClassMethod8.ts,target=es2015,
rust-skip,conformance,decorators/class/method/decoratorOnClassMethodOverload1.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/method/decoratorOnClassMethodOverload1.ts,target=es2015,
rust-skip,conformance,decorators/class/method/decoratorOnClassMethodOverload2.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-pass,conformance,decorators/class/method/decoratorOnClassMethodOverload2.ts,target=es2015,
rust-skip,conformance,decorators/class/method/parameter/decoratorOnClassMethodParameter1.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/method/parameter/decoratorOnClassMethodParameter1.ts,target=es2015,
rust-skip,conformance,decorators/class/method/parameter/decoratorOnClassMethodParameter2.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/method/parameter/decoratorOnClassMethodParameter2.ts,target=es2015,
rust-diff,conformance,decorators/class/method/parameter/decoratorOnClassMethodParameter3.ts,,
rust-skip,conformance,decorators/class/method/parameter/decoratorOnClassMethodThisParameter.ts,target=es5,target=ES5 (ES5 down-level) not supported
rust-diff,conformance,decorators/class/method/parameter/decoratorOnClassMethodThisParameter.ts,target=es2015,
rust-diff,conformance,esDecorators/esDecorators-arguments.ts,,
rust-diff,conformance,esDecorators/esDecorators-contextualTypes.2.ts,,
rust-pass,conformance,esDecorators/esDecorators-contextualTypes.ts,,
rust-skip,conformance,esDecorators/esDecorators-decoratorExpression.1.ts,experimentaldecorators=true,unrecognized option(s): noemithelpers
rust-skip,conformance,esDecorators/esDecorators-decoratorExpression.1.ts,experimentaldecorators=false,unrecognized option(s): noemithelpers
rust-skip,conformance,esDecorators/esDecorators-decoratorExpression.2.ts,experimentaldecorators=true,unrecognized option(s): noemithelpers
rust-skip,conformance,esDecorators/esDecorators-decoratorExpression.2.ts,experimentaldecorators=false,unrecognized option(s): noemithelpers
rust-skip,conformance,esDecorators/esDecorators-decoratorExpression.3.ts,experimentaldecorators=true,unrecognized option(s): noemithelpers
rust-skip,conformance,esDecorators/esDecorators-decoratorExpression.3.ts,experimentaldecorators=false,unrecognized option(s): noemithelpers
rust-skip,conformance,esDecorators/esDecorators-emitDecoratorMetadata.ts,target=esnext,unrecognized option(s): noemithelpers
rust-skip,conformance,esDecorators/esDecorators-emitDecoratorMetadata.ts,target=es2022,unrecognized option(s): noemithelpers
rust-skip,conformance,esDecorators/esDecorators-emitDecoratorMetadata.ts,target=es2015,unrecognized option(s): noemithelpers
rust-skip,conformance,esDecorators/esDecorators-emitDecoratorMetadata.ts,target=es5,unrecognized option(s): noemithelpers
rust-pass,conformance,esDecorators/esDecorators-preservesThis.ts,,
rust-skip,conformance,esDecorators/esDecorators-privateFieldAccess.ts,,unrecognized option(s): noemithelpers
rust-pass,conformance,esDecorators/metadata/esDecoratorsMetadata1.ts,target=es2022,
rust-pass,conformance,esDecorators/metadata/esDecoratorsMetadata1.ts,target=es2015,
rust-pass,conformance,esDecorators/metadata/esDecoratorsMetadata2.ts,target=es2022,
rust-pass,conformance,esDecorators/metadata/esDecoratorsMetadata2.ts,target=es2015,
rust-pass,conformance,esDecorators/metadata/esDecoratorsMetadata3.ts,target=es2022,
rust-pass,conformance,esDecorators/metadata/esDecoratorsMetadata3.ts,target=es2015,
rust-pass,conformance,esDecorators/metadata/esDecoratorsMetadata4.ts,target=es2022,
rust-pass,conformance,esDecorators/metadata/esDecoratorsMetadata4.ts,target=es2015,
rust-pass,conformance,esDecorators/metadata/esDecoratorsMetadata5.ts,,
rust-skip,conformance,esDecorators/classDeclaration/esDecorators-classDeclaration-commentPreservation.ts,"module=esnext,target=esnext",unrecognized option(s): noemithelpers
rust-skip,conformance,esDecorators/classDeclaration/esDecorators-classDeclaration-commentPreservation.ts,"module=esnext,target=es2022",unrecognized option(s): noemithelpers
rust-skip,conformance,esDecorators/classDeclaration/esDecorators-classDeclaration-commentPreservation.ts,"module=esnext,target=es2015",unrecognized option(s): noemithelpers
rust-skip,conformance,esDecorators/classDeclaration/esDecorators-classDeclaration-commentPreservation.ts,"module=commonjs,target=esnext",unrecognized option(s): noemithelpers
rust-skip,conformance,esDecorators/classDeclaration/esDecorators-classDeclaration-commentPreservation.ts,"module=commonjs,target=es2022",unrecognized option(s): noemithelpers
rust-skip,conformance,esDecorators/classDeclaration/esDecorators-classDeclaration-commentPreservation.ts,"module=commonjs,target=es2015",unrecognized option(s): noemithelpers
rust-pass,conformance,esDecorators/classDeclaration/esDecorators-classDeclaration-commonjs-classNamespaceMerge.ts,,
rust-pass,conformance,esDecorators/classDeclaration/esDecorators-classDeclaration-commonjs.ts,,
rust-diff,conformance,esDecorators/classDeclaration/esDecorators-classDeclaration-exportModifier.2.ts,,
rust-skip,conformance,esDecorators/classDeclaration/esDecorators-classDeclaration-exportModifier.ts,,allowJs not supported
rust-skip,conformance,esDecorators/classDeclaration/esDecorators-classDeclaration-missingEmitHelpers-classDecorator.1.ts,,moduleResolution=Classic not supported
rust-skip,conformance,esDecorators/classDeclaration/esDecorators-classDeclaration-missingEmitHelpers-classDecorator.2.ts,,moduleResolution=Classic not supported
rust-skip,conformance,esDecorators/classDeclaration/esDecorators-classDeclaration-missingEmitHelpers-classDecorator.3.ts,,moduleResolution=Classic not supported
rust-skip,conformance,esDecorators/classDeclaration/esDecorators-classDeclaration-missingEmitHelpers-nonStaticPrivateAutoAccessor.ts,,moduleResolution=Classic not supported
